Values,MA_1000,MA_5000,Timestamp,,,,,,,
98,76.467,67.25,26/06/24 9:47,,,,,,,
98,76.458,67.2392,26/06/24 9:47,,,,,,,
98,76.448,67.2284,26/06/24 9:48,,,,,,,
98,76.438,67.2176,26/06/24 9:48,,,,,,,
98,76.427,67.2068,26/06/24 9:48,,,,,,,
98,76.416,67.196,26/06/24 9:48,,,,,,,
98,76.405,67.1852,26/06/24 9:49,,,,,,,
98,76.394,67.1744,26/06/24 9:49,,,,,,,
98,76.383,67.1636,26/06/24 9:49,,,,,,,
98,76.372,67.1528,26/06/24 9:49,,,,,,,
98,76.361,67.142,26/06/24 9:49,,,,,,,
98,76.35,67.1312,26/06/24 9:50,,,,,,,
98,76.339,67.1202,26/06/24 9:50,,,,,,,
98,76.328,67.1092,26/06/24 9:50,,,,,,,
98,76.317,67.0982,26/06/24 9:51,,,,,,,
98,76.306,67.0872,26/06/24 9:51,,,,,,,
98,76.294,67.0762,26/06/24 9:51,,,,,,,
98,76.282,67.065,26/06/24 9:51,,,,,,,
98,76.27,67.0538,26/06/24 9:52,,,,,,,
98,76.258,67.0426,26/06/24 9:52,,,,,,,
98,76.246,67.0314,26/06/24 9:52,,,,,,,
98,76.234,67.0202,26/06/24 9:52,,,,,,,
98,76.222,67.009,26/06/24 9:52,,,,,,,
98,76.21,66.9978,26/06/24 9:53,,,,,,,
98,76.198,66.9866,26/06/24 9:53,,,,,,,
98,76.186,66.9754,26/06/24 9:53,,,,,,,
98,76.174,66.9642,26/06/24 9:54,,,,,,,
98,76.162,66.953,26/06/24 9:54,,,,,,,
98,76.15,66.9418,26/06/24 9:54,,,,,,,
98,76.138,66.9306,26/06/24 9:54,,,,,,,
98,76.125,66.9194,26/06/24 9:54,,,,,,,
98,76.112,66.9082,26/06/24 9:55,,,,,,,
98,76.099,66.897,26/06/24 9:55,,,,,,,
98,76.086,66.8858,26/06/24 9:55,,,,,,,
98,76.073,66.8746,26/06/24 9:56,,,,,,,
98,76.06,66.8634,26/06/24 9:56,,,,,,,
98,76.047,66.8522,26/06/24 9:56,,,,,,,
98,76.034,66.8408,26/06/24 9:56,,,,,,,
98,76.02,66.8294,26/06/24 9:57,,,,,,,
98,76.006,66.818,26/06/24 9:57,,,,,,,
97,75.992,66.8066,26/06/24 9:57,,,,,,,
98,75.978,66.7952,26/06/24 9:57,,,,,,,
98,75.965,66.784,26/06/24 9:57,,,,,,,
98,75.951,66.7726,26/06/24 9:58,,,,,,,
98,75.937,66.7612,26/06/24 9:58,,,,,,,
97,75.923,66.7498,26/06/24 9:58,,,,,,,
97,75.909,66.7384,26/06/24 9:59,,,,,,,
97,75.896,66.7272,26/06/24 9:59,,,,,,,
97,75.883,66.716,26/06/24 9:59,,,,,,,
97,75.87,66.7048,26/06/24 9:59,,,,,,,
97,75.857,66.6936,26/06/24 10:00,,,,,,,
97,75.844,66.6822,26/06/24 10:00,,,,,,,
97,75.831,66.6708,26/06/24 10:00,,,,,,,
97,75.818,66.6594,26/06/24 10:00,,,,,,,
97,75.805,66.648,26/06/24 10:00,,,,,,,
97,75.792,66.6366,26/06/24 10:01,,,,,,,
97,75.779,66.6252,26/06/24 10:01,,,,,,,
97,75.766,66.6138,26/06/24 10:01,,,,,,,
97,75.753,66.6024,26/06/24 10:02,,,,,,,
97,75.74,66.591,26/06/24 10:02,,,,,,,
97,75.726,66.5796,26/06/24 10:02,,,,,,,
97,75.712,66.5682,26/06/24 10:02,,,,,,,
97,75.698,66.5568,26/06/24 10:03,,,,,,,
97,75.684,66.5454,26/06/24 10:03,,,,,,,
97,75.67,66.534,26/06/24 10:03,,,,,,,
97,75.656,66.5226,26/06/24 10:03,,,,,,,
97,75.642,66.5112,26/06/24 10:03,,,,,,,
97,75.628,66.4998,26/06/24 10:04,,,,,,,
97,75.613,66.4884,26/06/24 10:04,,,,,,,
97,75.598,66.477,26/06/24 10:04,,,,,,,
97,75.583,66.4656,26/06/24 10:05,,,,,,,
97,75.568,66.4542,26/06/24 10:05,,,,,,,
97,75.553,66.4428,26/06/24 10:05,,,,,,,
97,75.538,66.4314,26/06/24 10:05,,,,,,,
97,75.523,66.42,26/06/24 10:05,,,,,,,
97,75.508,66.4086,26/06/24 10:06,,,,,,,
97,75.493,66.3972,26/06/24 10:06,,,,,,,
97,75.478,66.3858,26/06/24 10:06,,,,,,,
97,75.463,66.3742,26/06/24 10:07,,,,,,,
97,75.448,66.3626,26/06/24 10:07,,,,,,,
97,75.433,66.351,26/06/24 10:07,,,,,,,
97,75.418,66.3394,26/06/24 10:07,,,,,,,
97,75.402,66.3278,26/06/24 10:08,,,,,,,
97,75.386,66.3162,26/06/24 10:08,,,,,,,
97,75.37,66.3046,26/06/24 10:08,,,,,,,
97,75.354,66.293,26/06/24 10:08,,,,,,,
97,75.338,66.2814,26/06/24 10:08,,,,,,,
97,75.322,66.2698,26/06/24 10:09,,,,,,,
97,75.306,66.2582,26/06/24 10:09,,,,,,,
97,75.29,66.2466,26/06/24 10:09,,,,,,,
97,75.274,66.235,26/06/24 10:10,,,,,,,
97,75.258,66.2234,26/06/24 10:10,,,,,,,
97,75.242,66.2118,26/06/24 10:10,,,,,,,
97,75.225,66.2002,26/06/24 10:10,,,,,,,
96,75.208,66.1886,26/06/24 10:11,,,,,,,
96,75.192,66.177,26/06/24 10:11,,,,,,,
96,75.177,66.1656,26/06/24 10:11,,,,,,,
96,75.161,66.1542,26/06/24 10:11,,,,,,,
96,75.145,66.1426,26/06/24 10:11,,,,,,,
96,75.129,66.131,26/06/24 10:12,,,,,,,
96,75.113,66.1194,26/06/24 10:12,,,,,,,
96,75.097,66.1078,26/06/24 10:12,,,,,,,
96,75.081,66.0962,26/06/24 10:13,,,,,,,
96,75.065,66.0846,26/06/24 10:13,,,,,,,
96,75.049,66.073,26/06/24 10:13,,,,,,,
96,75.033,66.0614,26/06/24 10:13,,,,,,,
96,75.017,66.0498,26/06/24 10:14,,,,,,,
96,75.001,66.0382,26/06/24 10:14,,,,,,,
96,74.985,66.0266,26/06/24 10:14,,,,,,,
96,74.968,66.015,26/06/24 10:14,,,,,,,
96,74.951,66.0034,26/06/24 10:14,,,,,,,
96,74.934,65.9918,26/06/24 10:15,,,,,,,
96,74.917,65.9802,26/06/24 10:15,,,,,,,
96,74.9,65.9686,26/06/24 10:15,,,,,,,
96,74.883,65.957,26/06/24 10:16,,,,,,,
96,74.866,65.9454,26/06/24 10:16,,,,,,,
96,74.849,65.9338,26/06/24 10:16,,,,,,,
96,74.832,65.9222,26/06/24 10:16,,,,,,,
96,74.814,65.9106,26/06/24 10:17,,,,,,,
96,74.796,65.899,26/06/24 10:17,,,,,,,
96,74.778,65.8874,26/06/24 10:17,,,,,,,
96,74.76,65.8758,26/06/24 10:17,,,,,,,
96,74.742,65.8642,26/06/24 10:17,,,,,,,
96,74.724,65.8526,26/06/24 10:18,,,,,,,
96,74.706,65.841,26/06/24 10:18,,,,,,,
96,74.687,65.8294,26/06/24 10:18,,,,,,,
96,74.668,65.8178,26/06/24 10:19,,,,,,,
96,74.649,65.8062,26/06/24 10:19,,,,,,,
96,74.63,65.7946,26/06/24 10:19,,,,,,,
96,74.611,65.783,26/06/24 10:19,,,,,,,
96,74.591,65.7714,26/06/24 10:20,,,,,,,
96,74.571,65.7598,26/06/24 10:20,,,,,,,
96,74.551,65.7482,26/06/24 10:20,,,,,,,
96,74.531,65.7366,26/06/24 10:20,,,,,,,
96,74.511,65.725,26/06/24 10:21,,,,,,,
96,74.491,65.7134,26/06/24 10:21,,,,,,,
96,74.47,65.7018,26/06/24 10:21,,,,,,,
96,74.449,65.6902,26/06/24 10:21,,,,,,,
96,74.428,65.6786,26/06/24 10:22,,,,,,,
96,74.407,65.667,26/06/24 10:22,,,,,,,
96,74.386,65.6554,26/06/24 10:22,,,,,,,
96,74.365,65.6436,26/06/24 10:22,,,,,,,
96,74.344,65.6318,26/06/24 10:22,,,,,,,
96,74.322,65.62,26/06/24 10:23,,,,,,,
96,74.3,65.6082,26/06/24 10:23,,,,,,,
96,74.278,65.5964,26/06/24 10:23,,,,,,,
96,74.256,65.5846,26/06/24 10:24,,,,,,,
96,74.234,65.5728,26/06/24 10:24,,,,,,,
96,74.212,65.561,26/06/24 10:24,,,,,,,
96,74.19,65.5492,26/06/24 10:24,,,,,,,
96,74.168,65.5374,26/06/24 10:25,,,,,,,
96,74.146,65.5256,26/06/24 10:25,,,,,,,
96,74.124,65.5138,26/06/24 10:25,,,,,,,
96,74.102,65.502,26/06/24 10:25,,,,,,,
96,74.08,65.4902,26/06/24 10:25,,,,,,,
96,74.057,65.4784,26/06/24 10:26,,,,,,,
96,74.034,65.4666,26/06/24 10:26,,,,,,,
96,74.011,65.4548,26/06/24 10:26,,,,,,,
96,73.988,65.4428,26/06/24 10:27,,,,,,,
96,73.965,65.431,26/06/24 10:27,,,,,,,
96,73.942,65.4192,26/06/24 10:27,,,,,,,
96,73.919,65.4074,26/06/24 10:27,,,,,,,
96,73.896,65.3954,26/06/24 10:28,,,,,,,
96,73.872,65.3834,26/06/24 10:28,,,,,,,
96,73.848,65.3714,26/06/24 10:28,,,,,,,
96,73.824,65.3594,26/06/24 10:29,,,,,,,
96,73.8,65.3474,26/06/24 10:29,,,,,,,
96,73.776,65.3354,26/06/24 10:29,,,,,,,
96,73.752,65.3234,26/06/24 10:30,,,,,,,
96,73.728,65.3114,26/06/24 10:30,,,,,,,
96,73.704,65.2994,26/06/24 10:30,,,,,,,
96,73.68,65.2874,26/06/24 10:30,,,,,,,
96,73.656,65.2754,26/06/24 10:31,,,,,,,
96,73.631,65.2634,26/06/24 10:31,,,,,,,
96,73.606,65.2514,26/06/24 10:31,,,,,,,
96,73.581,65.2394,26/06/24 10:32,,,,,,,
96,73.556,65.2274,26/06/24 10:32,,,,,,,
96,73.531,65.2154,26/06/24 10:32,,,,,,,
96,73.506,65.2034,26/06/24 10:32,,,,,,,
96,73.481,65.1914,26/06/24 10:33,,,,,,,
96,73.456,65.1794,26/06/24 10:33,,,,,,,
95,73.431,65.1674,26/06/24 10:33,,,,,,,
95,73.405,65.1554,26/06/24 10:33,,,,,,,
95,73.38,65.1436,26/06/24 10:33,,,,,,,
95,73.355,65.1318,26/06/24 10:34,,,,,,,
95,73.33,65.12,26/06/24 10:34,,,,,,,
95,73.305,65.1082,26/06/24 10:34,,,,,,,
95,73.28,65.0964,26/06/24 10:35,,,,,,,
95,73.255,65.0846,26/06/24 10:35,,,,,,,
95,73.23,65.0728,26/06/24 10:35,,,,,,,
95,73.205,65.061,26/06/24 10:35,,,,,,,
95,73.18,65.0492,26/06/24 10:36,,,,,,,
95,73.154,65.0374,26/06/24 10:36,,,,,,,
95,73.128,65.0256,26/06/24 10:36,,,,,,,
95,73.102,65.0138,26/06/24 10:36,,,,,,,
95,73.076,65.002,26/06/24 10:36,,,,,,,
95,73.05,64.9902,26/06/24 10:37,,,,,,,
95,73.024,64.9784,26/06/24 10:37,,,,,,,
95,72.997,64.9664,26/06/24 10:37,,,,,,,
95,72.97,64.9544,26/06/24 10:38,,,,,,,
95,72.943,64.9424,26/06/24 10:38,,,,,,,
95,72.915,64.9304,26/06/24 10:38,,,,,,,
95,72.887,64.9184,26/06/24 10:39,,,,,,,
95,72.859,64.9064,26/06/24 10:39,,,,,,,
95,72.831,64.8944,26/06/24 10:39,,,,,,,
95,72.803,64.8824,26/06/24 10:39,,,,,,,
95,72.775,64.8704,26/06/24 10:40,,,,,,,
95,72.747,64.8584,26/06/24 10:40,,,,,,,
95,72.719,64.8464,26/06/24 10:40,,,,,,,
95,72.691,64.8344,26/06/24 10:40,,,,,,,
95,72.663,64.8224,26/06/24 10:41,,,,,,,
95,72.635,64.8104,26/06/24 10:41,,,,,,,
94,72.607,64.7984,26/06/24 10:41,,,,,,,
94,72.579,64.7864,26/06/24 10:41,,,,,,,
94,72.552,64.7746,26/06/24 10:41,,,,,,,
94,72.525,64.7628,26/06/24 10:42,,,,,,,
94,72.497,64.751,26/06/24 10:42,,,,,,,
94,72.469,64.7392,26/06/24 10:42,,,,,,,
94,72.441,64.7274,26/06/24 10:43,,,,,,,
94,72.413,64.7156,26/06/24 10:43,,,,,,,
94,72.385,64.7038,26/06/24 10:43,,,,,,,
94,72.356,64.692,26/06/24 10:43,,,,,,,
94,72.327,64.6802,26/06/24 10:44,,,,,,,
94,72.297,64.6684,26/06/24 10:44,,,,,,,
94,72.267,64.6566,26/06/24 10:44,,,,,,,
94,72.237,64.6448,26/06/24 10:44,,,,,,,
94,72.207,64.633,26/06/24 10:44,,,,,,,
94,72.177,64.6212,26/06/24 10:45,,,,,,,
94,72.147,64.6094,26/06/24 10:45,,,,,,,
94,72.117,64.5976,26/06/24 10:45,,,,,,,
94,72.087,64.5858,26/06/24 10:46,,,,,,,
94,72.057,64.574,26/06/24 10:46,,,,,,,
94,72.027,64.5622,26/06/24 10:46,,,,,,,
94,71.997,64.5504,26/06/24 10:46,,,,,,,
94,71.967,64.5384,26/06/24 10:47,,,,,,,
94,71.937,64.5264,26/06/24 10:47,,,,,,,
94,71.907,64.5144,26/06/24 10:47,,,,,,,
94,71.877,64.5024,26/06/24 10:47,,,,,,,
94,71.847,64.4904,26/06/24 10:47,,,,,,,
94,71.817,64.4784,26/06/24 10:48,,,,,,,
94,71.787,64.4664,26/06/24 10:48,,,,,,,
94,71.756,64.4544,26/06/24 10:48,,,,,,,
94,71.725,64.4424,26/06/24 10:49,,,,,,,
94,71.694,64.4304,26/06/24 10:49,,,,,,,
94,71.663,64.4184,26/06/24 10:49,,,,,,,
94,71.632,64.4064,26/06/24 10:49,,,,,,,
94,71.601,64.3944,26/06/24 10:50,,,,,,,
94,71.57,64.3824,26/06/24 10:50,,,,,,,
94,71.539,64.3704,26/06/24 10:50,,,,,,,
94,71.508,64.3584,26/06/24 10:50,,,,,,,
94,71.477,64.3464,26/06/24 10:50,,,,,,,
94,71.445,64.3344,26/06/24 10:51,,,,,,,
94,71.413,64.3224,26/06/24 10:51,,,,,,,
94,71.381,64.3104,26/06/24 10:51,,,,,,,
94,71.349,64.2984,26/06/24 10:52,,,,,,,
94,71.317,64.2864,26/06/24 10:52,,,,,,,
94,71.285,64.2744,26/06/24 10:52,,,,,,,
94,71.253,64.2622,26/06/24 10:52,,,,,,,
94,71.221,64.25,26/06/24 10:53,,,,,,,
94,71.189,64.2378,26/06/24 10:53,,,,,,,
94,71.157,64.2256,26/06/24 10:53,,,,,,,
94,71.125,64.2134,26/06/24 10:53,,,,,,,
93,71.093,64.2012,26/06/24 10:54,,,,,,,
93,71.061,64.189,26/06/24 10:54,,,,,,,
93,71.03,64.177,26/06/24 10:54,,,,,,,
93,70.999,64.165,26/06/24 10:54,,,,,,,
93,70.968,64.153,26/06/24 10:55,,,,,,,
93,70.936,64.141,26/06/24 10:55,,,,,,,
93,70.904,64.129,26/06/24 10:55,,,,,,,
93,70.872,64.117,26/06/24 10:55,,,,,,,
93,70.84,64.1048,26/06/24 10:56,,,,,,,
93,70.808,64.0926,26/06/24 10:56,,,,,,,
93,70.776,64.0804,26/06/24 10:56,,,,,,,
93,70.744,64.0682,26/06/24 10:56,,,,,,,
93,70.712,64.056,26/06/24 10:57,,,,,,,
93,70.68,64.0438,26/06/24 10:57,,,,,,,
93,70.647,64.0316,26/06/24 10:57,,,,,,,
93,70.614,64.0194,26/06/24 10:57,,,,,,,
93,70.581,64.0072,26/06/24 10:58,,,,,,,
93,70.548,63.995,26/06/24 10:58,,,,,,,
92,70.515,63.9828,26/06/24 10:58,,,,,,,
93,70.481,63.9706,26/06/24 10:58,,,,,,,
93,70.447,63.9586,26/06/24 10:59,,,,,,,
92,70.412,63.9464,26/06/24 10:59,,,,,,,
92,70.377,63.9342,26/06/24 10:59,,,,,,,
92,70.343,63.9222,26/06/24 11:00,,,,,,,
92,70.309,63.9102,26/06/24 11:00,,,,,,,
92,70.275,63.8982,26/06/24 11:00,,,,,,,
92,70.241,63.8862,26/06/24 11:00,,,,,,,
92,70.207,63.8742,26/06/24 11:01,,,,,,,
92,70.173,63.8622,26/06/24 11:01,,,,,,,
92,70.139,63.8502,26/06/24 11:01,,,,,,,
92,70.105,63.8382,26/06/24 11:01,,,,,,,
92,70.071,63.8262,26/06/24 11:01,,,,,,,
92,70.037,63.8142,26/06/24 11:02,,,,,,,
92,70.003,63.8022,26/06/24 11:02,,,,,,,
92,69.969,63.7902,26/06/24 11:02,,,,,,,
92,69.935,63.7782,26/06/24 11:03,,,,,,,
92,69.9,63.7662,26/06/24 11:03,,,,,,,
92,69.865,63.7542,26/06/24 11:03,,,,,,,
92,69.83,63.7422,26/06/24 11:03,,,,,,,
91,69.795,63.73,26/06/24 11:04,,,,,,,
91,69.76,63.7178,26/06/24 11:04,,,,,,,
91,69.726,63.7058,26/06/24 11:04,,,,,,,
91,69.692,63.6938,26/06/24 11:04,,,,,,,
91,69.658,63.6818,26/06/24 11:04,,,,,,,
91,69.624,63.6698,26/06/24 11:05,,,,,,,
91,69.589,63.6578,26/06/24 11:05,,,,,,,
91,69.554,63.6458,26/06/24 11:05,,,,,,,
91,69.519,63.6338,26/06/24 11:06,,,,,,,
91,69.484,63.6218,26/06/24 11:06,,,,,,,
91,69.449,63.6098,26/06/24 11:06,,,,,,,
91,69.414,63.5978,26/06/24 11:06,,,,,,,
91,69.379,63.5858,26/06/24 11:07,,,,,,,
91,69.344,63.5738,26/06/24 11:07,,,,,,,
91,69.309,63.5618,26/06/24 11:07,,,,,,,
91,69.274,63.5498,26/06/24 11:07,,,,,,,
91,69.239,63.5378,26/06/24 11:08,,,,,,,
91,69.204,63.5258,26/06/24 11:08,,,,,,,
90,69.169,63.5138,26/06/24 11:08,,,,,,,
90,69.134,63.5018,26/06/24 11:08,,,,,,,
90,69.1,63.49,26/06/24 11:09,,,,,,,
90,69.066,63.4782,26/06/24 11:09,,,,,,,
90,69.032,63.4664,26/06/24 11:09,,,,,,,
90,68.998,63.4546,26/06/24 11:09,,,,,,,
90,68.964,63.4428,26/06/24 11:10,,,,,,,
90,68.93,63.431,26/06/24 11:10,,,,,,,
90,68.896,63.4192,26/06/24 11:10,,,,,,,
90,68.861,63.4074,26/06/24 11:10,,,,,,,
90,68.825,63.3956,26/06/24 11:11,,,,,,,
90,68.789,63.3838,26/06/24 11:11,,,,,,,
90,68.753,63.372,26/06/24 11:11,,,,,,,
90,68.717,63.3602,26/06/24 11:12,,,,,,,
90,68.681,63.3484,26/06/24 11:12,,,,,,,
90,68.645,63.3366,26/06/24 11:12,,,,,,,
90,68.609,63.3248,26/06/24 11:12,,,,,,,
90,68.572,63.313,26/06/24 11:12,,,,,,,
90,68.535,63.3012,26/06/24 11:13,,,,,,,
90,68.498,63.2894,26/06/24 11:13,,,,,,,
90,68.461,63.2776,26/06/24 11:13,,,,,,,
90,68.424,63.2658,26/06/24 11:14,,,,,,,
90,68.387,63.2538,26/06/24 11:14,,,,,,,
90,68.35,63.2418,26/06/24 11:14,,,,,,,
90,68.313,63.2298,26/06/24 11:14,,,,,,,
90,68.276,63.2178,26/06/24 11:15,,,,,,,
90,68.238,63.2058,26/06/24 11:15,,,,,,,
90,68.2,63.1938,26/06/24 11:15,,,,,,,
90,68.162,63.1818,26/06/24 11:15,,,,,,,
90,68.124,63.1698,26/06/24 11:16,,,,,,,
90,68.086,63.1578,26/06/24 11:16,,,,,,,
90,68.048,63.1458,26/06/24 11:16,,,,,,,
90,68.01,63.1338,26/06/24 11:16,,,,,,,
90,67.972,63.1218,26/06/24 11:17,,,,,,,
90,67.934,63.1098,26/06/24 11:17,,,,,,,
90,67.896,63.0978,26/06/24 11:17,,,,,,,
90,67.858,63.0858,26/06/24 11:17,,,,,,,
90,67.82,63.0738,26/06/24 11:18,,,,,,,
90,67.782,63.0618,26/06/24 11:18,,,,,,,
90,67.744,63.0498,26/06/24 11:18,,,,,,,
90,67.706,63.0378,26/06/24 11:18,,,,,,,
90,67.668,63.0258,26/06/24 11:19,,,,,,,
90,67.63,63.0138,26/06/24 11:19,,,,,,,
90,67.592,63.0018,26/06/24 11:19,,,,,,,
90,67.554,62.9898,26/06/24 11:19,,,,,,,
90,67.516,62.9778,26/06/24 11:20,,,,,,,
90,67.478,62.9658,26/06/24 11:20,,,,,,,
90,67.44,62.9538,26/06/24 11:20,,,,,,,
90,67.401,62.9418,26/06/24 11:20,,,,,,,
90,67.362,62.9298,26/06/24 11:21,,,,,,,
90,67.322,62.9178,26/06/24 11:21,,,,,,,
90,67.282,62.9058,26/06/24 11:21,,,,,,,
90,67.242,62.8938,26/06/24 11:21,,,,,,,
90,67.202,62.8818,26/06/24 11:22,,,,,,,
90,67.162,62.8698,26/06/24 11:22,,,,,,,
90,67.122,62.8578,26/06/24 11:22,,,,,,,
90,67.082,62.8458,26/06/24 11:22,,,,,,,
90,67.042,62.8338,26/06/24 11:23,,,,,,,
90,67.002,62.8218,26/06/24 11:23,,,,,,,
89,66.962,62.8098,26/06/24 11:23,,,,,,,
89,66.922,62.7978,26/06/24 11:23,,,,,,,
89,66.883,62.786,26/06/24 11:24,,,,,,,
89,66.844,62.7742,26/06/24 11:24,,,,,,,
89,66.805,62.7624,26/06/24 11:24,,,,,,,
89,66.766,62.7506,26/06/24 11:25,,,,,,,
89,66.727,62.7388,26/06/24 11:25,,,,,,,
89,66.688,62.727,26/06/24 11:25,,,,,,,
89,66.648,62.7152,26/06/24 11:25,,,,,,,
89,66.608,62.7034,26/06/24 11:26,,,,,,,
89,66.568,62.6916,26/06/24 11:26,,,,,,,
89,66.528,62.6798,26/06/24 11:26,,,,,,,
89,66.488,62.668,26/06/24 11:26,,,,,,,
89,66.448,62.6562,26/06/24 11:27,,,,,,,
89,66.408,62.6444,26/06/24 11:27,,,,,,,
89,66.368,62.6326,26/06/24 11:27,,,,,,,
89,66.328,62.6208,26/06/24 11:28,,,,,,,
89,66.287,62.609,26/06/24 11:28,,,,,,,
89,66.246,62.5972,26/06/24 11:28,,,,,,,
89,66.205,62.5854,26/06/24 11:28,,,,,,,
89,66.164,62.5736,26/06/24 11:29,,,,,,,
89,66.123,62.5618,26/06/24 11:29,,,,,,,
89,66.082,62.55,26/06/24 11:29,,,,,,,
89,66.041,62.5382,26/06/24 11:29,,,,,,,
89,66,62.5264,26/06/24 11:30,,,,,,,
89,65.959,62.5146,26/06/24 11:30,,,,,,,
89,65.918,62.5028,26/06/24 11:30,,,,,,,
88,65.877,62.491,26/06/24 11:30,,,,,,,
88,65.836,62.4792,26/06/24 11:31,,,,,,,
88,65.796,62.4676,26/06/24 11:31,,,,,,,
88,65.756,62.456,26/06/24 11:31,,,,,,,
88,65.716,62.4444,26/06/24 11:31,,,,,,,
88,65.675,62.4328,26/06/24 11:32,,,,,,,
88,65.634,62.4212,26/06/24 11:32,,,,,,,
88,65.593,62.4096,26/06/24 11:32,,,,,,,
88,65.552,62.398,26/06/24 11:32,,,,,,,
88,65.511,62.3864,26/06/24 11:33,,,,,,,
88,65.47,62.3748,26/06/24 11:33,,,,,,,
88,65.429,62.3632,26/06/24 11:33,,,,,,,
88,65.388,62.3516,26/06/24 11:33,,,,,,,
88,65.347,62.34,26/06/24 11:34,,,,,,,
87,65.306,62.3284,26/06/24 11:34,,,,,,,
